Idade,Gênero,Série,Média de Notas,Frequência,Participação em Atividades Extracurriculares,Motivo da Evasão,Renda Familiar,Localização
15,Feminino,2,7.7,63.9%,Sim,0,2041,Rural
19,Feminino,2,8.0,74.8%,Sim,Outros,3788,Rural
19,Feminino,2,6.2,92.0%,Sim,Falta de Apoio Escolar,2177,Rural
17,Masculino,2,8.7,81.4%,Não,0,2643,Urbana
15,Masculino,2,9.6,78.6%,Sim,0,1978,Rural
15,Feminino,2,6.6,64.9%,Sim,0,4583,Rural
16,Feminino,3,9.1,50.3%,Não,Falta de Interesse,4323,Rural
15,Masculino,3,5.1,88.5%,Sim,0,2125,Rural
19,Masculino,1,6.4,64.5%,Sim,Problemas Familiares,3243,Urbana
18,Feminino,3,9.1,53.9%,Não,Falta de Apoio Escolar,2210,Rural
19,Masculino,2,8.0,91.6%,Sim,0,1486,Rural
16,Masculino,1,5.0,52.4%,Sim,Falta de Apoio Escolar,2121,Rural
19,Feminino,3,7.9,73.6%,Não,Problemas Financeiros,1171,Rural
14,Feminino,3,7.6,69.0%,Sim,0,2158,Rural
14,Feminino,3,7.0,82.1%,Não,0,2978,Urbana
19,Feminino,2,9.9,99.6%,Não,0,2731,Urbana
19,Feminino,2,7.6,59.5%,Sim,0,1359,Urbana
17,Feminino,3,9.9,69.9%,Sim,0,4255,Rural
14,Masculino,2,6.6,72.8%,Sim,0,1685,Rural
15,Feminino,3,5.5,85.2%,Não,Falta de Apoio Escolar,1606,Rural
16,Masculino,3,8.9,58.0%,Sim,0,3115,Rural
17,Feminino,3,9.5,59.5%,Não,0,3363,Rural
16,Feminino,3,8.0,82.9%,Não,0,3003,Urbana
18,Masculino,2,6.6,55.4%,Sim,0,3556,Urbana
16,Masculino,3,6.9,75.3%,Não,0,4587,Rural
16,Feminino,1,6.5,54.0%,Sim,0,4120,Urbana
19,Feminino,1,7.4,98.9%,Não,0,1029,Urbana
16,Feminino,1,9.7,67.1%,Não,Falta de Interesse,2921,Urbana
14,Masculino,3,7.5,67.5%,Não,Falta de Apoio Escolar,852,Rural
18,Masculino,2,9.7,53.9%,Não,Falta de Interesse,3399,Urbana
17,Feminino,1,5.4,98.9%,Não,0,4488,Rural
16,Feminino,3,5.7,99.6%,Não,Falta de Apoio Familiar,4108,Rural
17,Feminino,2,5.6,96.0%,Não,Problemas Financeiros,1582,Rural
14,Masculino,2,8.4,73.3%,Não,0,4548,Rural
14,Feminino,1,6.1,60.5%,Não,0,3481,Urbana
19,Feminino,1,5.4,66.2%,Sim,Outros,3492,Urbana
14,Feminino,1,6.0,86.6%,Não,0,3166,Urbana
16,Masculino,3,8.0,95.1%,Sim,0,3898,Rural
17,Feminino,2,6.8,75.0%,Sim,0,1874,Rural
14,Masculino,2,7.9,91.9%,Não,0,1181,Rural
18,Feminino,2,7.8,82.4%,Não,Falta de Apoio Escolar,4986,Urbana
18,Feminino,1,5.7,57.4%,Não,0,4834,Rural
17,Feminino,3,6.0,90.9%,Não,0,4185,Urbana
16,Masculino,1,5.8,76.5%,Não,Outros,1365,Urbana
15,Masculino,1,5.6,88.8%,Não,0,2123,Urbana
14,Feminino,2,5.1,64.3%,Não,0,1757,Rural
15,Masculino,2,5.9,52.8%,Sim,Problemas Familiares,1845,Urbana
17,Feminino,1,5.6,99.2%,Sim,0,3335,Rural
18,Masculino,3,5.4,78.3%,Sim,Problemas Familiares,957,Rural
16,Masculino,3,5.7,58.2%,Sim,0,892,Urbana
14,Feminino,3,5.4,64.5%,Não,0,3525,Rural
15,Masculino,2,10.0,85.3%,Sim,0,2673,Urbana
18,Masculino,2,8.1,86.7%,Sim,0,3355,Rural
17,Feminino,3,8.0,53.1%,Não,Outros,4202,Urbana
18,Masculino,3,5.1,83.7%,Não,0,991,Rural
19,Masculino,2,8.0,89.9%,Sim,0,4583,Rural
19,Masculino,3,6.7,75.5%,Sim,0,2247,Urbana
17,Feminino,1,8.0,56.0%,Sim,Outros,4198,Urbana
16,Feminino,1,7.6,95.7%,Sim,Falta de Interesse,3232,Rural
16,Masculino,3,8.6,71.3%,Sim,0,1625,Urbana
14,Masculino,1,9.8,98.2%,Não,0,1481,Urbana
18,Masculino,1,8.6,97.6%,Sim,Outros,2750,Rural
17,Feminino,2,9.7,93.2%,Não,Falta de Apoio Familiar,1340,Urbana
19,Masculino,2,7.9,78.4%,Não,0,2408,Rural
16,Feminino,1,9.6,78.6%,Não,0,3575,Rural
18,Feminino,1,5.2,68.7%,Sim,Problemas Financeiros,1943,Rural
14,Masculino,3,7.6,51.6%,Não,0,940,Rural
14,Masculino,1,8.6,98.4%,Não,0,3970,Urbana
14,Feminino,2,7.0,76.1%,Não,0,4071,Urbana
18,Masculino,1,9.2,90.2%,Não,Falta de Apoio Familiar,2128,Rural
15,Feminino,3,5.4,69.0%,Sim,0,1496,Urbana
19,Masculino,1,5.0,55.6%,Não,0,2209,Rural
19,Feminino,3,7.0,55.4%,Sim,0,3205,Rural
17,Feminino,1,9.1,64.6%,Sim,Falta de Apoio Familiar,3887,Rural
14,Feminino,2,5.9,98.6%,Não,Falta de Apoio Familiar,2384,Rural
15,Feminino,3,9.4,72.8%,Sim,Problemas de Saúde,4910,Urbana
14,Masculino,3,6.1,93.7%,Sim,0,4969,Rural
17,Feminino,2,9.1,56.6%,Sim,0,4496,Rural
14,Feminino,1,9.2,87.5%,Não,Falta de Interesse,2238,Urbana
15,Feminino,2,6.1,55.4%,Não,Problemas Familiares,4147,Urbana
19,Masculino,3,6.2,87.7%,Não,0,2795,Urbana
15,Masculino,3,6.7,69.4%,Não,Problemas Financeiros,2102,Urbana
18,Feminino,1,6.5,53.7%,Não,Problemas Financeiros,3992,Urbana
18,Feminino,1,5.0,71.7%,Não,0,1048,Rural
17,Masculino,2,5.7,57.5%,Sim,0,4355,Urbana
14,Feminino,3,9.0,86.9%,Sim,Problemas Familiares,2429,Urbana
17,Masculino,2,9.8,90.5%,Não,Problemas Familiares,1988,Rural
15,Feminino,2,5.1,88.2%,Não,Problemas de Saúde,1167,Urbana
16,Masculino,2,5.6,50.3%,Não,0,3263,Rural
16,Masculino,3,6.7,81.6%,Não,Problemas de Saúde,2017,Rural
18,Masculino,3,9.6,76.2%,Sim,0,3520,Rural
19,Masculino,1,5.7,62.6%,Sim,0,891,Urbana
18,Masculino,3,6.4,68.2%,Sim,0,2440,Urbana
14,Feminino,3,7.3,73.8%,Não,0,3085,Rural
17,Feminino,2,5.4,99.5%,Não,0,4409,Urbana
14,Masculino,3,5.4,77.7%,Sim,Outros,997,Urbana
17,Feminino,1,9.9,58.3%,Sim,Falta de Interesse,902,Urbana
18,Feminino,3,7.9,59.2%,Sim,0,2897,Rural
16,Feminino,2,6.8,67.9%,Sim,Falta de Interesse,2192,Rural
15,Feminino,1,8.6,53.8%,Sim,Problemas Financeiros,4699,Urbana
15,Feminino,1,7.7,56.7%,Não,0,1792,Rural
16,Feminino,2,6.3,84.4%,Sim,Falta de Apoio Familiar,3647,Rural
19,Masculino,2,8.4,67.8%,Não,0,2458,Urbana
19,Masculino,3,6.9,97.7%,Não,Falta de Apoio Escolar,3982,Rural
19,Feminino,2,5.9,95.4%,Não,Falta de Apoio Familiar,1051,Urbana
16,Feminino,2,8.8,90.5%,Sim,Falta de Interesse,2597,Rural
14,Feminino,2,9.2,61.7%,Sim,Falta de Apoio Familiar,3841,Rural
15,Feminino,2,6.1,79.5%,Sim,0,3507,Rural
15,Masculino,3,9.4,87.6%,Não,Falta de Interesse,1495,Urbana
19,Masculino,3,7.5,65.4%,Sim,0,4770,Rural
18,Masculino,3,6.2,78.0%,Não,Problemas Familiares,4014,Rural
15,Masculino,2,7.8,96.9%,Sim,0,4476,Urbana
16,Masculino,3,9.7,75.1%,Sim,0,1878,Urbana
14,Masculino,3,10.0,90.7%,Não,0,4588,Rural
18,Feminino,3,5.4,52.5%,Não,0,1234,Rural
14,Feminino,2,9.3,96.0%,Sim,Falta de Interesse,3617,Rural
16,Feminino,1,8.0,68.3%,Sim,Outros,2193,Urbana
17,Masculino,2,6.0,60.4%,Sim,0,4319,Urbana
16,Feminino,1,9.4,93.2%,Não,Falta de Interesse,1982,Urbana
17,Masculino,2,9.2,71.4%,Não,0,4207,Urbana
14,Feminino,1,9.7,86.9%,Sim,0,2114,Rural
15,Feminino,3,8.6,76.9%,Não,Falta de Interesse,2933,Rural
19,Feminino,1,5.7,95.5%,Não,0,4657,Rural
15,Masculino,3,8.8,55.6%,Não,0,1596,Rural
15,Masculino,2,6.7,85.6%,Não,0,1097,Rural
15,Masculino,2,8.7,88.6%,Não,0,4896,Urbana
19,Feminino,2,8.5,50.7%,Sim,0,1988,Rural
15,Masculino,3,8.4,62.6%,Não,0,3052,Rural
14,Masculino,2,8.7,54.9%,Sim,0,1870,Rural
18,Masculino,2,9.8,96.0%,Sim,0,2203,Rural
18,Feminino,1,5.1,76.6%,Não,Falta de Apoio Familiar,1416,Rural
15,Feminino,3,7.5,53.5%,Não,Falta de Apoio Familiar,2609,Urbana
19,Feminino,2,7.4,97.9%,Sim,0,2417,Urbana
18,Feminino,3,8.2,82.2%,Não,Problemas Familiares,4240,Urbana
14,Feminino,1,5.5,62.4%,Não,Problemas de Saúde,3429,Urbana
18,Feminino,3,8.0,94.9%,Sim,0,4369,Urbana
15,Masculino,1,6.6,81.8%,Não,0,882,Urbana
15,Feminino,2,7.3,82.5%,Sim,0,4784,Urbana
16,Feminino,1,6.7,81.5%,Não,Falta de Apoio Escolar,1898,Urbana
14,Feminino,1,9.7,82.1%,Não,0,3240,Rural
18,Masculino,1,9.6,55.7%,Não,0,4975,Urbana
17,Masculino,3,7.6,84.2%,Não,Falta de Apoio Escolar,2749,Urbana
14,Masculino,2,6.2,50.5%,Sim,Falta de Apoio Familiar,2508,Urbana
14,Feminino,1,9.7,78.4%,Sim,0,2065,Rural
19,Feminino,2,9.4,81.7%,Não,0,4079,Urbana
14,Feminino,3,6.9,81.9%,Sim,Problemas Financeiros,1635,Rural
19,Feminino,1,9.4,57.5%,Sim,Falta de Apoio Familiar,1953,Rural
19,Masculino,2,9.1,57.4%,Não,0,4282,Rural
15,Masculino,1,5.2,84.0%,Não,0,4178,Urbana
15,Feminino,3,5.1,70.3%,Não,Problemas de Saúde,1418,Urbana
14,Masculino,2,8.7,62.2%,Sim,0,4767,Urbana
16,Feminino,3,6.7,85.7%,Não,0,3487,Urbana
19,Masculino,1,5.7,95.8%,Não,0,2668,Rural
18,Feminino,1,9.4,69.3%,Não,Problemas Financeiros,2099,Urbana
16,Masculino,2,8.5,78.9%,Sim,0,3510,Urbana
19,Masculino,3,6.7,50.4%,Não,0,3899,Urbana
14,Feminino,1,5.5,77.0%,Sim,Falta de Apoio Familiar,3382,Rural
15,Masculino,2,5.9,66.1%,Não,Falta de Interesse,1386,Urbana
18,Masculino,3,6.7,81.7%,Não,Problemas Familiares,4781,Urbana
16,Feminino,2,5.2,81.4%,Sim,0,4539,Rural
18,Feminino,1,6.0,65.3%,Não,Outros,2643,Rural
15,Feminino,1,9.7,94.7%,Não,Falta de Apoio Familiar,3149,Rural
16,Masculino,3,8.6,57.7%,Sim,0,3379,Urbana
16,Masculino,3,8.6,83.6%,Não,0,3446,Rural
17,Feminino,3,6.9,68.5%,Sim,0,1597,Rural
14,Feminino,1,7.0,98.1%,Não,0,2157,Rural
18,Masculino,3,8.9,67.9%,Sim,Problemas Financeiros,4229,Rural
15,Masculino,1,10.0,74.1%,Não,0,2113,Urbana
14,Masculino,1,9.1,89.1%,Não,0,1928,Rural
14,Feminino,2,7.1,88.5%,Sim,Problemas Familiares,3492,Rural
16,Masculino,2,8.2,79.5%,Sim,0,1830,Rural
15,Feminino,1,9.3,83.1%,Não,0,2530,Urbana
19,Masculino,3,6.3,94.0%,Sim,0,4460,Urbana
15,Masculino,3,8.5,56.5%,Não,0,3513,Rural
15,Feminino,2,7.6,98.7%,Não,Problemas de Saúde,2909,Rural
15,Feminino,1,9.3,99.5%,Sim,Problemas Financeiros,1023,Rural
17,Masculino,1,6.3,90.4%,Não,0,2024,Urbana
19,Feminino,3,5.2,92.6%,Não,0,4117,Rural
15,Masculino,1,5.9,57.2%,Sim,0,4477,Urbana
14,Feminino,3,6.9,75.6%,Sim,Problemas Familiares,3719,Rural
16,Masculino,2,6.9,63.1%,Não,0,4437,Rural
15,Feminino,1,6.3,82.6%,Sim,Falta de Apoio Familiar,3087,Urbana
19,Feminino,1,9.4,83.6%,Sim,0,4458,Rural
15,Feminino,2,6.4,80.4%,Não,Problemas de Saúde,3130,Urbana
19,Masculino,2,9.4,78.8%,Sim,0,1446,Rural
16,Feminino,2,9.1,99.7%,Sim,Falta de Interesse,3555,Urbana
14,Masculino,1,9.7,73.5%,Sim,Falta de Apoio Familiar,4583,Rural
18,Feminino,2,9.2,54.6%,Não,Problemas Financeiros,3295,Rural
19,Feminino,2,6.1,78.4%,Sim,Falta de Interesse,3738,Rural
16,Masculino,3,9.7,51.3%,Não,0,1111,Urbana
19,Feminino,1,6.7,55.6%,Sim,Problemas de Saúde,2517,Rural
16,Masculino,2,9.6,88.5%,Sim,0,1587,Rural
16,Feminino,3,8.6,80.9%,Sim,0,4553,Rural
17,Feminino,3,8.7,69.3%,Sim,Problemas Financeiros,1763,Urbana
17,Feminino,2,9.3,56.0%,Não,0,2981,Rural
17,Feminino,2,5.7,59.9%,Não,Problemas de Saúde,3884,Rural
15,Masculino,1,7.0,75.1%,Não,0,2221,Urbana
14,Feminino,1,5.6,71.3%,Não,0,4882,Rural
19,Masculino,2,9.7,93.9%,Sim,0,2334,Urbana
18,Masculino,1,7.2,56.7%,Não,0,4818,Urbana
16,Feminino,2,9.4,77.5%,Sim,Problemas de Saúde,3813,Rural
16,Feminino,1,9.4,83.3%,Não,0,1301,Rural
18,Feminino,1,8.5,94.8%,Sim,0,2797,Rural
14,Masculino,2,8.0,79.3%,Não,0,4862,Urbana
16,Feminino,1,5.6,78.7%,Não,Falta de Interesse,4961,Rural
14,Masculino,2,9.2,64.3%,Sim,0,1690,Urbana
17,Masculino,3,5.2,69.6%,Não,0,4030,Rural
15,Masculino,2,6.7,53.5%,Sim,Outros,3888,Urbana
14,Feminino,1,5.2,91.6%,Sim,Falta de Interesse,1570,Rural
15,Feminino,2,9.3,72.2%,Sim,Problemas Familiares,2933,Rural
19,Masculino,3,8.0,67.4%,Não,0,4186,Urbana
15,Masculino,3,7.3,80.2%,Não,Problemas de Saúde,2768,Urbana
17,Masculino,1,5.2,74.7%,Sim,0,1772,Urbana
14,Feminino,3,9.9,89.2%,Sim,Problemas de Saúde,3100,Rural
19,Feminino,2,8.4,98.9%,Não,0,2506,Rural
18,Feminino,2,8.3,69.8%,Sim,Problemas de Saúde,1014,Rural
16,Feminino,3,7.5,67.9%,Não,Problemas de Saúde,4403,Urbana
17,Masculino,2,9.8,50.1%,Não,0,3069,Urbana
18,Feminino,1,6.4,78.6%,Não,0,1505,Urbana
15,Masculino,1,9.4,61.1%,Sim,Outros,4137,Rural
15,Feminino,1,7.9,74.0%,Não,Falta de Interesse,2297,Rural
15,Feminino,1,9.0,94.6%,Sim,0,2661,Urbana
14,Masculino,2,6.9,65.6%,Sim,0,878,Urbana
19,Feminino,3,8.4,93.3%,Não,0,4623,Urbana
18,Masculino,1,5.0,80.0%,Sim,0,2451,Rural
16,Masculino,2,6.2,95.9%,Sim,Falta de Apoio Escolar,1808,Rural
14,Feminino,1,7.7,94.7%,Não,0,2215,Rural
14,Masculino,3,7.6,98.7%,Sim,0,2958,Rural
14,Masculino,2,9.8,79.2%,Não,0,3545,Rural
15,Masculino,2,7.1,67.2%,Sim,0,2054,Urbana
17,Masculino,3,5.9,55.5%,Sim,0,2957,Rural
14,Masculino,3,9.9,75.4%,Sim,Problemas Familiares,3401,Urbana
19,Masculino,1,5.1,98.6%,Sim,0,3738,Urbana
14,Feminino,2,7.2,89.9%,Não,Outros,2288,Urbana
18,Masculino,3,7.2,95.7%,Não,Problemas de Saúde,1975,Rural
14,Masculino,1,7.1,93.4%,Sim,Falta de Apoio Escolar,3138,Rural
16,Feminino,2,8.7,78.2%,Não,Falta de Apoio Escolar,2015,Rural
17,Masculino,2,5.9,55.7%,Sim,Falta de Interesse,4453,Urbana
14,Masculino,3,8.3,96.1%,Não,0,1177,Urbana
16,Masculino,3,5.1,68.2%,Sim,Problemas Financeiros,4079,Urbana
18,Feminino,2,7.9,97.8%,Sim,0,1254,Rural
17,Masculino,3,7.7,95.3%,Não,Problemas Financeiros,2252,Urbana
14,Feminino,2,9.0,58.6%,Não,0,3157,Rural
15,Masculino,3,8.7,90.0%,Não,0,4205,Rural
14,Masculino,1,9.7,73.0%,Sim,Falta de Apoio Familiar,4941,Rural
14,Feminino,3,8.2,96.9%,Sim,0,1196,Urbana
18,Masculino,2,9.5,52.7%,Sim,Problemas Financeiros,2322,Rural
17,Feminino,3,5.6,79.9%,Não,Problemas Familiares,4292,Urbana
16,Feminino,3,10.0,61.3%,Sim,0,898,Urbana
15,Feminino,1,6.0,82.6%,Não,Falta de Apoio Familiar,4315,Rural
15,Feminino,3,8.8,54.3%,Não,0,1321,Urbana
17,Masculino,1,9.1,76.4%,Sim,0,4233,Urbana
17,Masculino,1,9.3,96.1%,Não,Problemas Financeiros,3927,Urbana
17,Feminino,2,7.0,73.3%,Não,Problemas Financeiros,2395,Urbana
18,Feminino,3,8.3,96.6%,Sim,0,2564,Rural
19,Feminino,1,7.1,65.7%,Não,0,3080,Urbana
18,Feminino,2,5.6,90.7%,Não,Falta de Apoio Escolar,3511,Rural
17,Masculino,3,9.4,71.0%,Sim,0,3130,Urbana
16,Feminino,2,5.5,65.5%,Sim,Falta de Apoio Escolar,2834,Urbana
16,Feminino,1,9.1,81.2%,Sim,Outros,2131,Urbana
15,Masculino,2,8.2,92.3%,Sim,0,4313,Urbana
17,Masculino,1,8.5,70.7%,Não,0,1776,Urbana
19,Feminino,2,8.3,75.4%,Sim,Problemas de Saúde,1200,Urbana
18,Feminino,1,8.4,75.2%,Não,0,1351,Urbana
19,Masculino,3,6.0,98.9%,Sim,0,851,Rural
19,Feminino,2,8.3,56.1%,Sim,Falta de Apoio Escolar,3280,Urbana
14,Feminino,3,9.8,90.6%,Sim,0,4444,Rural
14,Masculino,1,7.4,69.3%,Sim,Problemas de Saúde,1623,Rural
14,Masculino,3,6.2,55.3%,Sim,0,4183,Urbana
15,Feminino,1,5.7,54.3%,Sim,0,2487,Rural
16,Masculino,3,8.8,55.2%,Não,Problemas de Saúde,3771,Rural
18,Masculino,1,6.2,92.4%,Sim,Problemas de Saúde,3441,Urbana
17,Masculino,1,8.5,91.9%,Sim,0,4924,Urbana
19,Masculino,3,5.7,94.2%,Sim,0,2007,Urbana
18,Masculino,2,9.7,92.5%,Sim,0,2574,Urbana
17,Masculino,1,6.6,91.3%,Sim,0,4502,Urbana
19,Feminino,1,8.1,95.1%,Não,0,2980,Rural
18,Masculino,2,5.9,87.4%,Não,Problemas de Saúde,1555,Urbana
16,Feminino,1,5.4,68.6%,Sim,0,1429,Urbana
17,Feminino,1,5.2,78.8%,Não,0,1473,Rural
16,Masculino,2,7.3,99.7%,Sim,0,4473,Rural
16,Feminino,2,6.4,82.0%,Não,Falta de Apoio Escolar,2425,Urbana
19,Masculino,3,9.4,72.8%,Não,0,4344,Urbana
16,Feminino,3,7.3,83.0%,Não,0,2097,Urbana
16,Masculino,2,9.9,58.2%,Sim,0,3219,Urbana
14,Masculino,1,7.9,75.2%,Sim,0,3918,Urbana
15,Feminino,1,7.3,84.3%,Não,0,1836,Rural
18,Feminino,1,7.8,78.0%,Não,0,4903,Rural
17,Feminino,3,9.7,68.6%,Sim,Outros,1252,Urbana
16,Feminino,2,8.7,75.3%,Sim,Problemas de Saúde,1251,Rural
19,Masculino,3,6.6,68.0%,Sim,Falta de Interesse,1746,Rural
15,Masculino,1,5.2,80.6%,Sim,0,4508,Urbana
17,Feminino,1,5.0,99.4%,Não,Outros,2106,Rural
17,Feminino,3,5.4,92.9%,Sim,Falta de Apoio Escolar,2597,Urbana
18,Masculino,2,8.6,97.2%,Não,0,3516,Urbana
19,Feminino,3,9.4,91.1%,Não,Problemas Familiares,4972,Urbana
18,Feminino,3,5.8,64.1%,Sim,Outros,3198,Urbana
16,Masculino,1,7.4,65.5%,Não,0,2972,Urbana
15,Masculino,1,7.4,95.3%,Não,0,4338,Rural
14,Feminino,1,8.9,65.8%,Não,Falta de Interesse,2951,Rural
19,Masculino,1,5.8,78.4%,Não,0,4776,Rural
15,Masculino,3,5.4,97.8%,Sim,0,2857,Rural
15,Masculino,3,8.4,65.0%,Sim,0,3353,Urbana
19,Feminino,1,9.6,80.9%,Sim,Problemas Financeiros,1632,Rural
16,Feminino,2,5.6,50.8%,Sim,0,1088,Urbana
14,Masculino,3,9.5,68.7%,Não,0,4575,Urbana
19,Feminino,2,9.7,60.7%,Sim,Problemas Familiares,3116,Urbana
16,Feminino,3,9.1,98.0%,Sim,0,4046,Urbana
17,Feminino,2,9.9,89.7%,Não,0,3218,Urbana
15,Masculino,2,9.5,86.3%,Sim,0,3497,Rural
18,Feminino,2,9.7,63.8%,Sim,Falta de Interesse,1597,Urbana
15,Masculino,2,9.9,78.4%,Não,Outros,2920,Urbana
19,Feminino,3,6.0,66.5%,Não,Falta de Interesse,1935,Rural
19,Feminino,3,9.1,88.0%,Não,Problemas Financeiros,4032,Rural
19,Masculino,1,8.4,98.1%,Não,0,1344,Urbana
19,Feminino,2,7.2,79.1%,Sim,Outros,899,Rural
15,Masculino,3,6.2,72.9%,Sim,Falta de Apoio Escolar,4588,Rural
14,Masculino,2,6.9,63.6%,Sim,0,3390,Rural
15,Feminino,2,6.4,89.4%,Sim,Outros,1898,Urbana
17,Masculino,3,8.0,95.8%,Não,0,2608,Urbana
15,Masculino,1,8.9,59.3%,Sim,Problemas de Saúde,3311,Rural
17,Feminino,2,9.3,59.7%,Sim,Falta de Apoio Escolar,2360,Urbana
14,Feminino,3,8.3,55.6%,Sim,0,1580,Urbana
19,Masculino,2,8.9,75.5%,Não,Outros,3712,Rural
18,Feminino,3,9.6,51.9%,Não,0,4603,Rural
14,Masculino,2,8.3,53.2%,Não,0,2226,Urbana
16,Masculino,3,9.9,51.4%,Sim,Falta de Interesse,4811,Rural
14,Feminino,3,5.0,51.5%,Sim,Problemas Financeiros,1319,Rural
15,Masculino,1,8.1,73.6%,Não,Problemas Familiares,2014,Urbana
14,Feminino,3,6.2,99.2%,Não,0,2600,Rural
14,Masculino,1,5.5,73.4%,Sim,Outros,2032,Rural
16,Masculino,3,6.6,99.8%,Sim,0,2581,Rural
16,Feminino,3,7.9,55.0%,Sim,Falta de Interesse,963,Rural
16,Feminino,2,6.8,95.8%,Não,0,3884,Urbana
17,Feminino,3,7.9,50.9%,Sim,Falta de Apoio Escolar,1962,Urbana
16,Feminino,1,7.1,62.3%,Não,Problemas Familiares,3461,Urbana
16,Feminino,1,6.3,82.1%,Sim,Falta de Apoio Escolar,1821,Urbana
15,Masculino,3,8.2,68.2%,Não,0,1187,Urbana
17,Masculino,3,7.7,68.0%,Sim,0,1026,Rural
19,Masculino,2,9.2,52.9%,Não,Falta de Interesse,2342,Urbana
17,Feminino,2,5.9,75.5%,Não,Falta de Interesse,1620,Urbana
15,Masculino,1,9.5,79.9%,Não,0,3184,Urbana
14,Feminino,3,6.3,86.6%,Sim,0,1916,Urbana
18,Feminino,3,7.6,79.4%,Sim,0,2606,Urbana
18,Masculino,1,7.2,67.4%,Não,0,4417,Rural
17,Feminino,3,7.4,73.5%,Não,0,1921,Urbana
19,Masculino,1,7.4,70.8%,Não,Problemas Familiares,3461,Rural
19,Feminino,3,5.9,97.2%,Não,Problemas Financeiros,2314,Rural
18,Masculino,2,5.7,50.2%,Sim,0,1006,Urbana
17,Masculino,1,9.1,94.1%,Sim,Problemas Familiares,4999,Urbana
17,Masculino,2,6.5,84.2%,Não,0,1085,Rural
15,Feminino,2,6.0,58.7%,Não,Outros,4278,Rural
17,Masculino,2,9.5,99.2%,Sim,0,1419,Rural
18,Feminino,2,7.7,99.8%,Sim,0,4685,Urbana
19,Masculino,1,7.4,87.7%,Não,0,4608,Urbana
18,Feminino,1,5.1,94.3%,Não,Falta de Interesse,3254,Rural
17,Feminino,2,7.7,59.1%,Sim,0,2656,Urbana
16,Masculino,2,6.4,82.1%,Sim,0,3701,Urbana
15,Masculino,2,5.7,64.5%,Não,0,1162,Urbana
15,Masculino,3,9.4,68.6%,Não,Falta de Apoio Escolar,3246,Rural
18,Feminino,2,9.0,58.5%,Não,0,2448,Urbana
19,Masculino,2,8.9,64.1%,Não,0,4503,Urbana
16,Masculino,1,5.8,62.5%,Não,0,3737,Rural
19,Masculino,1,5.6,74.9%,Sim,0,3904,Urbana
16,Masculino,1,9.9,71.8%,Sim,0,2623,Urbana
14,Feminino,3,8.4,70.3%,Sim,Problemas Financeiros,1510,Urbana
15,Masculino,3,9.0,60.2%,Sim,0,4312,Urbana
15,Feminino,2,5.1,88.7%,Sim,0,3118,Urbana
17,Masculino,2,8.2,67.4%,Não,0,4070,Rural
19,Feminino,3,7.9,57.8%,Sim,0,847,Rural
15,Feminino,2,7.3,93.2%,Não,Problemas Familiares,3166,Urbana
14,Masculino,3,8.6,97.2%,Não,Problemas de Saúde,4996,Rural
19,Feminino,2,5.2,55.2%,Sim,Problemas de Saúde,2449,Urbana
19,Feminino,1,7.1,71.7%,Sim,Outros,2638,Urbana
15,Feminino,3,8.4,51.1%,Não,Falta de Apoio Familiar,4251,Rural
17,Feminino,3,7.7,58.4%,Sim,0,2521,Urbana
15,Feminino,2,8.7,68.9%,Não,0,2545,Urbana
17,Feminino,1,8.5,67.7%,Sim,0,4097,Rural
16,Feminino,2,5.2,78.4%,Sim,Falta de Apoio Escolar,3205,Rural
17,Feminino,1,5.5,95.4%,Não,Problemas de Saúde,1139,Rural
18,Feminino,1,6.8,63.1%,Sim,0,1563,Rural
19,Feminino,2,6.2,71.6%,Sim,0,4080,Rural
16,Feminino,3,5.2,100.0%,Sim,Falta de Interesse,2282,Rural
14,Feminino,3,7.0,92.4%,Sim,Falta de Apoio Familiar,2096,Urbana
17,Feminino,1,9.1,57.8%,Não,0,2349,Urbana
16,Masculino,1,9.2,95.5%,Sim,0,1966,Urbana
18,Feminino,1,9.0,63.2%,Sim,Problemas Familiares,4867,Urbana
15,Masculino,2,7.6,81.8%,Não,0,1550,Urbana
18,Feminino,3,6.1,62.8%,Não,0,2567,Urbana
15,Feminino,2,6.3,85.3%,Não,Problemas Familiares,2047,Rural
17,Masculino,3,9.7,74.7%,Não,0,4910,Urbana
19,Masculino,1,9.8,67.9%,Não,0,3288,Urbana
15,Feminino,1,5.4,81.9%,Não,0,1286,Rural
16,Masculino,2,7.7,79.5%,Não,0,4030,Urbana
17,Feminino,1,9.8,69.3%,Sim,0,954,Rural
15,Masculino,2,8.9,69.3%,Não,0,3840,Rural
16,Masculino,1,9.4,57.1%,Não,0,1842,Urbana
15,Feminino,1,7.9,54.3%,Não,0,3693,Urbana
15,Masculino,2,5.7,73.0%,Não,Falta de Apoio Escolar,1353,Urbana
16,Feminino,3,8.1,69.8%,Sim,Outros,825,Rural
16,Masculino,2,9.7,50.6%,Sim,Falta de Interesse,2536,Rural
19,Masculino,2,9.5,59.2%,Não,0,1158,Urbana
14,Masculino,2,6.7,98.0%,Sim,Outros,4064,Urbana
16,Masculino,3,6.5,57.5%,Sim,Problemas Financeiros,4674,Rural
19,Feminino,3,8.6,70.5%,Sim,Falta de Apoio Familiar,1056,Rural
15,Masculino,2,7.1,92.8%,Sim,0,3511,Urbana
17,Masculino,3,5.4,57.8%,Sim,0,2787,Urbana
